@relation caracteristicas
@attribute cor_da_pele_Apu real
@attribute cor_da_jaqueta_Apu real
@attribute cor_da_calca_Apu real
@attribute cor_da_pele_nelson real
@attribute cor_do_colete_nelson real
@attribute cor_da_camisa_nelson real
@attribute classe {Apu, Nelson} string
@data
9.74298944536424,0.0,0.0,0.0,1.6970198675496688,0.02780939569536424,'Apu'
1.55034046692607,3.0368433852140075,4.9565296692607,0.13223492217898833,0.0,0.22039153696498054,'Apu'
16.420815677966104,1.5360169491525424,0.026483050847457626,1.3532838983050848,9.954978813559322,1.0950741525423728,'Apu'
11.261705597643097,0.6128998316498316,0.22556292087542087,0.0,0.0,0.024989478114478113,'Apu'
6.519886363636364,1.5056818181818181,2.741477272727273,0.5752840909090908,0.07694128787878787,0.6605113636363636,'Apu'
4.234450665859564,0.7396337772397095,2.847873789346247,0.2099727602905569,0.018916464891041162,1.2815904963680387,'Apu'
16.605362354085603,0.04559824902723735,0.10943579766536965,14.51240272373541,0.0030398832684824903,0.31462791828793774,'Apu'
16.305842869718308,0.0013754401408450705,0.09352992957746478,0.026133362676056336,0.12241417253521128,0.04263864436619718,'Apu'
20.94184027777778,2.916863952020202,0.0,0.0,0.0019728535353535355,0.6175031565656566,'Apu'
6.129714230171073,0.08262052877138414,0.7047045101088647,0.5491835147744946,1.7593312597200623,1.6724582037325038,'Apu'
28.6864406779661,0.0,0.06885593220338983,0.0,0.6514830508474576,0.01059322033898305,'Apu'
0.8222884241245136,0.7614907587548638,1.1551556420233464,0.018239299610894943,0.0,0.054717898832684825,'Apu'
0.6035896501457726,0.10135750728862973,0.04669278425655977,0.0,0.3040725218658892,8.787354227405247,'Apu'
3.717017266536965,4.5659046692607,4.7300583657587545,0.2773893482490272,0.0942363813229572,0.21811162451361868,'Apu'
8.166251843657816,1.0393620943952802,0.19358407079646017,0.09103060471976401,6.981701696165192,0.18321349557522124,'Apu'
15.484550561797752,0.0021945224719101125,0.0,0.0,0.5299771769662921,0.012069873595505617,'Apu'
6.293786873156342,0.059918879056047196,0.10255346607669616,0.0,0.004609144542772861,0.005761430678466076,'Apu'
10.454963235294118,0.035142733564013845,0.10002162629757785,0.0,0.001351643598615917,0.03649437716262976,'Apu'
14.957745622568094,0.0015199416342412452,0.0,0.0,0.016719357976653696,0.0,'Apu'
12.246169747081712,3.30815296692607,1.7129742217898833,5.957411235408561,0.0015199416342412452,0.8002492704280155,'Apu'
7.651936349693251,0.0,0.714148773006135,0.0,0.022766487730061347,0.21927722392638035,'Apu'
10.321969696969697,1.9696969696969695,0.0,0.0,0.0023674242424242425,0.26988636363636365,'Apu'
17.780141590389015,2.4304562356979407,0.0,0.0,0.0026816361556064074,0.0,'Apu'
12.035815746753247,2.0444399350649354,0.7596895292207793,0.005073051948051948,0.002536525974025974,1.175679788961039,'Apu'
